chord_1,chord_2,chord_3,chord_4
IV,iii,vi<sup>7</sup>,V<sup>6</sup><sub>5</sub>/V
IV,iii,vi<sup>7</sup>,IV<sup>7</sup>
IV,iii,♭III,ii
IV,iii,♭III,IV
IV,iii,♭III,♭VI
IV,iii,♭III,iii
IV,iii,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>/vi
IV,iii,IV<sup>6</sup><sub>4</sub>,V
IV,iii,IV<sup>6</sup><sub>4</sub>,ii<sup>7</sup>
IV,iii,V/vi,ii
IV,iii,V/vi,IV
IV,iii,V/vi,vi
IV,iii,iii<sup>6</sup><sub>4</sub>,iii
IV,iii,iii<sup>6</sup><sub>4</sub>,vi
IV,iii,vii,IV
IV,iii,vii,vi
IV,iii,vii,V/vi
IV,iii,iii<sup>6</sup>,II<sup>6</sup>
IV,iii,iii<sup>6</sup>,vi
IV,iii,iii<sup>6</sup>,V/ii
IV,I<sup>6</sup>,ii,I
IV,I<sup>6</sup>,ii,I<sup>6</sup>
IV,I<sup>6</sup>,ii,V
IV,I<sup>6</sup>,ii,IV
IV,I<sup>6</sup>,ii,IV<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,ii,vi
IV,I<sup>6</sup>,ii,♭VII
IV,I<sup>6</sup>,ii,V/vi
IV,I<sup>6</sup>,ii,iii
IV,I<sup>6</sup>,ii,V<sup>7</sup>
IV,I<sup>6</sup>,ii,V<sup>7</sup>/vi
IV,I<sup>6</sup>,ii,ii<sup>4</sup><sub>2</sub>
IV,I<sup>6</sup>,ii,vii°
IV,I<sup>6</sup>,ii,vi<sup>7</sup>
IV,I<sup>6</sup>,ii,♭II
IV,I<sup>6</sup>,ii,iii<sup>7</sup>
IV,I<sup>6</sup>,ii<sup>7</sup>,V
IV,I<sup>6</sup>,ii<sup>7</sup>,I
IV,I<sup>6</sup>,ii<sup>7</sup>,V<sup>7</sup>
IV,I<sup>6</sup>,ii<sup>7</sup>,IV
IV,I<sup>6</sup>,ii<sup>7</sup>,vi
IV,I<sup>6</sup>,ii<sup>7</sup>,I<sup>6</sup>
IV,I<sup>6</sup>,ii<sup>7</sup>,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,ii<sup>7</sup>,vi<sup>7</sup>
IV,I<sup>6</sup>,ii<sup>7</sup>,V/vi
IV,I<sup>6</sup>,ii<sup>7</sup>,V<sup>6</sup>
IV,I<sup>6</sup>,ii<sup>7</sup>,I<sup>7</sup>
IV,I<sup>6</sup>,ii<sup>7</sup>,vi<sup>4</sup><sub>3</sub>
IV,I<sup>6</sup>,ii<sup>7</sup>,vii°/V
IV,I<sup>6</sup>,ii<sup>7</sup>,iii<sup>7</sup>
IV,I<sup>6</sup>,ii<sup>7</sup>,V<sup>7</sup>/vi
IV,I<sup>6</sup>,ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,ii<sup>7</sup>,iii<sup>6</sup>
IV,I<sup>6</sup>,ii<sup>7</sup>,ii
IV,I<sup>6</sup>,IV,I<sup>6</sup>
IV,I<sup>6</sup>,IV,V
IV,I<sup>6</sup>,IV,I
IV,I<sup>6</sup>,IV,ii
IV,I<sup>6</sup>,IV,vi
IV,I<sup>6</sup>,IV,iii
IV,I<sup>6</sup>,IV,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,IV,V<sup>6</sup>/V
IV,I<sup>6</sup>,IV,I<sup>6</sup><sub>5</sub>
IV,I<sup>6</sup>,IV,iii<sup>7</sup>
IV,I<sup>6</sup>,IV,ii<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,IV,vi<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,IV,V<sup>6</sup>/vi
IV,I<sup>6</sup>,IV,V/iii
IV,I<sup>6</sup>,IV,♭VI
IV,I<sup>6</sup>,I,IV
IV,I<sup>6</sup>,I,V<sup>6</sup>
IV,I<sup>6</sup>,I,V
IV,I<sup>6</sup>,I,V<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,I,ii
IV,I<sup>6</sup>,I,I<sup>6</sup>
IV,I<sup>6</sup>,I,V/V
IV,I<sup>6</sup>,I,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,I,vi
IV,I<sup>6</sup>,I,vii°<sup>6</sup>
IV,I<sup>6</sup>,I,ii<sup>7</sup>
IV,I<sup>6</sup>,V,vi
IV,I<sup>6</sup>,V,I
IV,I<sup>6</sup>,V,IV
IV,I<sup>6</sup>,V,V<sup>6</sup>/V
IV,I<sup>6</sup>,V,ii
IV,I<sup>6</sup>,V,vi<sup>7</sup>
IV,I<sup>6</sup>,V,I<sup>6</sup>
IV,I<sup>6</sup>,V,V<sup>4</sup><sub>2</sub>
IV,I<sup>6</sup>,vi,V
IV,I<sup>6</sup>,vi,ii
IV,I<sup>6</sup>,vi,ii<sup>7</sup>
IV,I<sup>6</sup>,vi,vi<sup>4</sup><sub>2</sub>
IV,I<sup>6</sup>,vi,vii°
IV,I<sup>6</sup>,vi,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,vi,♭VI
IV,I<sup>6</sup>,vi,IV
IV,I<sup>6</sup>,vi,I
IV,I<sup>6</sup>,vi,V<sup>6</sup><sub>5</sub>/V
IV,I<sup>6</sup>,vi,iii
IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,I
IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V
IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V/vi
IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>2</sub>/V
IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,vi
IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>
IV,I<sup>6</sup>,V/V,V
IV,I<sup>6</sup>,V/V,IV
IV,I<sup>6</sup>,V/V,♭VII
IV,I<sup>6</sup>,V/V,vi<sup>6</sup>
IV,I<sup>6</sup>,V/V,IV<sup>6</sup><sub>5</sub>
IV,I<sup>6</sup>,V/V,I
IV,I<sup>6</sup>,V<sup>7</sup>/V,V
IV,I<sup>6</sup>,V<sup>7</sup>/V,V<sup>7</sup>
IV,I<sup>6</sup>,V<sup>7</sup>/V,ii<sup>7</sup>
IV,I<sup>6</sup>,♭III,V
IV,I<sup>6</sup>,♭III,ii<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,♭III,V<sup>7</sup>/vi
IV,I<sup>6</sup>,♭III,V<sup>7</sup>
IV,I<sup>6</sup>,♭III,♭VII<sup>6</sup>
IV,I<sup>6</sup>,i°<sup>6</sup>,ii<sup>7</sup>
IV,I<sup>6</sup>,i°<sup>6</sup>,V<sup>7</sup>
IV,I<sup>6</sup>,i°<sup>6</sup>,V
IV,I<sup>6</sup>,i<sup>6</sup>,ii<sup>7</sup>
IV,I<sup>6</sup>,i<sup>6</sup>,V/V
IV,I<sup>6</sup>,i<sup>6</sup>,V<sup>7</sup>/V
IV,I<sup>6</sup>,V<sup>7</sup>,ii
IV,I<sup>6</sup>,V<sup>7</sup>,ii<sup>7</sup>
IV,I<sup>6</sup>,V<sup>7</sup>,V<sup>7</sup>/IV
IV,I<sup>6</sup>,V<sup>7</sup>,I
IV,I<sup>6</sup>,V<sup>4</sup><sub>3</sub>,V<sup>7</sup>
IV,I<sup>6</sup>,V<sup>4</sup><sub>3</sub>,I
IV,I<sup>6</sup>,V<sup>6</sup>,I
IV,I<sup>6</sup>,V<sup>6</sup>,vi
IV,I<sup>6</sup>,♭VII,IV
IV,I<sup>6</sup>,♭VII,V<sup>7</sup>
IV,I<sup>6</sup>,vii°/iii,ii
IV,I<sup>6</sup>,vii°/iii,ii<sup>7</sup>
IV,I<sup>6</sup>,i<sup>6</sup>,ii<sup>7</sup>
IV,I<sup>6</sup>,i<sup>6</sup>,ii<sup>7</sup>
IV,I<sup>6</sup>,i<sup>6</sup>,V<sup>7</sup>/V
IV,I<sup>6</sup>,ii<sup>6</sup>,ii<sup>7</sup>
IV,I<sup>6</sup>,ii<sup>6</sup>,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup>,♭VI,♭III
IV,I<sup>6</sup>,♭VI,♭VII
IV,V/vi,vi,IV
IV,V/vi,vi,I
IV,V/vi,vi,V
IV,V/vi,vi,ii
IV,V/vi,vi,vi<sup>6</sup>
IV,V/vi,vi,vi<sup>4</sup><sub>2</sub>
IV,V/vi,vi,I<sup>6</sup><sub>4</sub>
IV,V/vi,vi,V<sup>6</sup>
IV,V/vi,vi,iii<sup>7</sup>
IV,V/vi,vi,IV<sup>6</sup>
IV,V/vi,vi,ii<sup>7</sup>
IV,V/vi,vi,V/vi
IV,V/vi,vi,♭VII
IV,V/vi,vi,II<sup>7</sup>
IV,V/vi,vi,I<sup>7</sup>
IV,V/vi,vi,vi<sup>6</sup><sub>4</sub>
IV,V/vi,vi,iii
IV,V/vi,vi,V<sup>7</sup>/vi
IV,V/vi,vi,V<sup>6</sup><sub>4</sub>/vi
IV,V/vi,vi,V<sup>7</sup>/V
IV,V/vi,vi,V/V
IV,V/vi,vi,ii<sup>6</sup><sub>5</sub>
IV,V/vi,vi,IV<sup>7</sup>
IV,V/vi,vi,iii<sup>6</sup>
IV,V/vi,vi,vii<sup>??</sup><sup>7</sup>
IV,V/vi,IV,V/vi
IV,V/vi,IV,V
IV,V/vi,IV,iii
IV,V/vi,IV,I
IV,V/vi,IV,vii<sup>??</sup><sup>7</sup>
IV,V/vi,IV,ii
IV,V/vi,ii,V/vi
IV,V/vi,ii,vi<sup>6</sup>
IV,V/vi,ii,vi
IV,V/vi,ii,V
IV,V/vi,ii,iii
IV,V/vi,ii,I<sup>6</sup>
IV,V/vi,ii,I
IV,V/vi,V,vi
IV,V/vi,V,I
IV,V/vi,V,IV
IV,V/vi,V,V/vi
IV,V/vi,V<sup>7</sup>/vi,vi
IV,V/vi,V<sup>7</sup>/vi,iii<sup>7</sup>
IV,V/vi,V<sup>6</sup><sub>5</sub>/ii,V<sup>7</sup>/ii
IV,V/vi,vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>
IV,V/vi,vi<sup>6</sup>,V
IV,V/vi,ii<sup>7</sup>,V/vi
IV,V/vi,ii<sup>7</sup>,iii<sup>6</sup><sub>5</sub>
IV,V/vi,I,vi
IV,V/vi,I,V
IV,V/vi,I,♭VII
IV,V/vi,V/V,V/vi
IV,V/vi,V/V,I
IV,V/vi,V<sup>4</sup><sub>2</sub>/vi,I
IV,V/vi,V<sup>4</sup><sub>2</sub>/vi,vi
IV,V/vi,V<sup>4</sup><sub>2</sub>/vi,V<sup>6</sup><sub>4</sub>/vi
IV,V/vi,vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>
IV,V/vi,vi<sup>7</sup>,v<sup>7</sup>
IV,V/vi,vi<sup>7</sup>,V<sup>7</sup>/V
IV,V/vi,V<sup>6</sup><sub>4</sub>/vi,vi
IV,V/vi,vi<sup>4</sup><sub>2</sub>,vi
IV,V/vi,V<sup>6</sup>/vi,vi
IV,V/vi,IV<sup>6</sup>/IV,V/vi
IV,V/vi,IV<sup>7</sup>,V
IV,V/vi,IV<sup>7</sup>,V/vi
IV,V/vi,♭III,V/V
IV,V/vi,♭III,V/vi
IV,IV<sup>7</sup>,IV,IV<sup>7</sup>
IV,IV<sup>7</sup>,IV,V
IV,IV<sup>7</sup>,IV,vi
IV,IV<sup>7</sup>,IV,I
IV,IV<sup>7</sup>,IV,ii
IV,IV<sup>7</sup>,IV,vi<sup>4</sup><sub>2</sub>
IV,IV<sup>7</sup>,IV,ii<sup>7</sup>
IV,IV<sup>7</sup>,IV,vi<sup>7</sup>
IV,IV<sup>7</sup>,IV,iii<sup>7</sup>
IV,IV<sup>7</sup>,IV,ii<sup>6</sup>
IV,IV<sup>7</sup>,V,vi
IV,IV<sup>7</sup>,V,IV
IV,IV<sup>7</sup>,V,iii<sup>7</sup>
IV,IV<sup>7</sup>,V,I
IV,IV<sup>7</sup>,V,V<sup>6</sup><sub>4</sub>
IV,IV<sup>7</sup>,V,V<sup>7</sup>
IV,IV<sup>7</sup>,V,V<sup>7</sup>/vi
IV,IV<sup>7</sup>,V,V<sup>6</sup>
IV,IV<sup>7</sup>,V,iii<sup>6</sup>
IV,IV<sup>7</sup>,vi,vi<sup>7</sup>
IV,IV<sup>7</sup>,vi,I<sup>7</sup>
IV,IV<sup>7</sup>,vi,I
IV,IV<sup>7</sup>,vi,V
IV,IV<sup>7</sup>,vi,iii<sup>6</sup>
IV,IV<sup>7</sup>,vi,V<sup>6</sup>
IV,IV<sup>7</sup>,vi,iii<sup>7</sup>
IV,IV<sup>7</sup>,I,V<sup>7</sup>/vi
IV,IV<sup>7</sup>,I,V<sup>7</sup>
IV,IV<sup>7</sup>,I,V
IV,IV<sup>7</sup>,I,IV
IV,IV<sup>7</sup>,I,ii
IV,IV<sup>7</sup>,I,♭VII
IV,IV<sup>7</sup>,I,vi
IV,IV<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,iii<sup>7</sup>
IV,IV<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,I
IV,IV<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,ii<sup>7</sup>
IV,IV<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,I<sup>6</sup><sub>4</sub>
IV,IV<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,iii
IV,IV<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,IV<sup>7</sup>
IV,IV<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,vi
IV,IV<sup>7</sup>,ii,vi
IV,IV<sup>7</sup>,ii,V<sup>6</sup><sub>4</sub>
IV,IV<sup>7</sup>,iii,ii
IV,IV<sup>7</sup>,iii,V
IV,IV<sup>7</sup>,iii,iii<sup>7</sup>
IV,IV<sup>7</sup>,iii,V/V
IV,IV<sup>7</sup>,V<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>3</sub>
IV,IV<sup>7</sup>,V<sup>6</sup><sub>4</sub>,V<sup>6</sup>
IV,IV<sup>7</sup>,V<sup>6</sup><sub>4</sub>,V<sup>7</sup>
IV,IV<sup>7</sup>,V<sup>6</sup>/vi,vi
IV,IV<sup>7</sup>,ii<sup>7</sup>,I<sup>6</sup>
IV,IV<sup>7</sup>,ii<sup>7</sup>,V/vi
IV,IV<sup>7</sup>,I<sup>6</sup><sub>4</sub>,V
IV,IV<sup>7</sup>,vi<sup>7</sup>,vi<sup>6</sup>
IV,IV<sup>7</sup>,I<sup>6</sup>,I<sup>6</sup><sub>4</sub>
IV,IV<sup>7</sup>,IV<sup>4</sup><sub>2</sub>,I
IV,IV<sup>7</sup>,ii<sup>6</sup>,IV<sup>7</sup>
IV,IV<sup>7</sup>,ii<sup>6</sup>,IV
IV,IV<sup>7</sup>,V<sup>7</sup>/vi,V<sup>6</sup><sub>5</sub>/ii
IV,IV<sup>7</sup>,V<sup>7</sup>/vi,iii<sup>7</sup>
IV,IV<sup>7</sup>,iii<sup>7</sup>,V<sup>7</sup>/V
IV,IV<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,I
IV,IV<sup>7</sup>,♭II<sup>7</sup>,I<sup>7</sup>
IV,IV<sup>7</sup>,iv,iv<sup>7</sup>
IV,IV<sup>7</sup>,#iv°,i<sup>6</sup><sub>4</sub>
IV,IV<sup>7</sup>,V/vi,vi
IV,IV<sup>7</sup>,V<sup>7</sup>,V
IV,ii<sup>7</sup>,V,I
IV,ii<sup>7</sup>,V,vi
IV,ii<sup>7</sup>,V,vi<sup>7</sup>
IV,ii<sup>7</sup>,V,iii<sup>7</sup>
IV,ii<sup>7</sup>,V,iii
IV,ii<sup>7</sup>,V,IV
IV,ii<sup>7</sup>,V,ii<sup>7</sup>
IV,ii<sup>7</sup>,V,V<sup>6</sup>
IV,ii<sup>7</sup>,vi<sup>7</sup>,V
IV,ii<sup>7</sup>,vi<sup>7</sup>,vi
IV,ii<sup>7</sup>,vi<sup>7</sup>,I
IV,ii<sup>7</sup>,vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>
IV,ii<sup>7</sup>,vi<sup>7</sup>,I<sup>7</sup>
IV,ii<sup>7</sup>,vi<sup>7</sup>,iii
IV,ii<sup>7</sup>,vi,I
IV,ii<sup>7</sup>,vi,V
IV,ii<sup>7</sup>,vi,vi<sup>4</sup><sub>2</sub>
IV,ii<sup>7</sup>,vi,iii<sup>6</sup>
IV,ii<sup>7</sup>,vi,ii
IV,ii<sup>7</sup>,vi,vi<sup>7</sup>
IV,ii<sup>7</sup>,vi,iii
IV,ii<sup>7</sup>,vi,I<sup>6</sup><sub>4</sub>
IV,ii<sup>7</sup>,vi,vi<sup>6</sup><sub>5</sub>
IV,ii<sup>7</sup>,vi,iii<sup>7</sup>
IV,ii<sup>7</sup>,I,V
IV,ii<sup>7</sup>,I,♭VII
IV,ii<sup>7</sup>,I,vi
IV,ii<sup>7</sup>,I,IV
IV,ii<sup>7</sup>,I,ii<sup>7</sup>
IV,ii<sup>7</sup>,I,IV<sup>6</sup>
IV,ii<sup>7</sup>,I,I<sup>6</sup><sub>5</sub>
IV,ii<sup>7</sup>,V<sup>7</sup>/vi,IV
IV,ii<sup>7</sup>,V<sup>7</sup>/vi,vi<sup>7</sup>
IV,ii<sup>7</sup>,V<sup>7</sup>/vi,II<sup>4</sup><sub>2</sub>
IV,ii<sup>7</sup>,V<sup>7</sup>/vi,V<sup>4</sup><sub>2</sub>/vi
IV,ii<sup>7</sup>,V<sup>7</sup>/vi,vi
IV,ii<sup>7</sup>,V<sup>7</sup>/vi,ii<sup>6</sup>
IV,ii<sup>7</sup>,IV,V
IV,ii<sup>7</sup>,IV,ii<sup>7</sup>
IV,ii<sup>7</sup>,IV,I<sup>6</sup><sub>4</sub>
IV,ii<sup>7</sup>,IV,vi<sup>7</sup>
IV,ii<sup>7</sup>,V<sup>7</sup>,I
IV,ii<sup>7</sup>,V<sup>7</sup>,vi
IV,ii<sup>7</sup>,iii,vi
IV,ii<sup>7</sup>,iii,IV
IV,ii<sup>7</sup>,iii<sup>7</sup>,IV
IV,ii<sup>7</sup>,iii<sup>7</sup>,vi
IV,ii<sup>7</sup>,iii<sup>7</sup>,vi<sup>7</sup>
IV,ii<sup>7</sup>,V/vi,V<sup>7</sup>/vi
IV,ii<sup>7</sup>,V/vi,ii<sup>7</sup>
IV,ii<sup>7</sup>,V/vi,vi
IV,ii<sup>7</sup>,IV<sup>4</sup><sub>2</sub>,vi
IV,ii<sup>7</sup>,V<sup>6</sup><sub>5</sub>,vi<sup>7</sup>
IV,ii<sup>7</sup>,IV<sup>7</sup>,vi
IV,ii<sup>7</sup>,♭III,iii<sup>??</sup><sup>7</sup>
IV,ii<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,V
IV,ii<sup>7</sup>,V<sup>6</sup>,I
IV,ii<sup>7</sup>,♭VII,V
IV,ii<sup>7</sup>,vi<sup>4</sup><sub>3</sub>,IV
IV,vi<sup>7</sup>,V,IV
IV,vi<sup>7</sup>,V,ii<sup>7</sup>
IV,vi<sup>7</sup>,V,I
IV,vi<sup>7</sup>,V,ii
IV,vi<sup>7</sup>,V,I<sup>6</sup>
IV,vi<sup>7</sup>,V,iii<sup>7</sup>
IV,vi<sup>7</sup>,V,I<sup>7</sup>
IV,vi<sup>7</sup>,V,iii
IV,vi<sup>7</sup>,V,V<sup>7</sup>
IV,vi<sup>7</sup>,V,#iv°
IV,vi<sup>7</sup>,IV,vi<sup>7</sup>
IV,vi<sup>7</sup>,IV,V
IV,vi<sup>7</sup>,IV,ii<sup>7</sup>
IV,vi<sup>7</sup>,IV,vi<sup>4</sup><sub>2</sub>
IV,vi<sup>7</sup>,IV,I
IV,vi<sup>7</sup>,IV,V#7
IV,vi<sup>7</sup>,I,IV
IV,vi<sup>7</sup>,I,ii<sup>7</sup>
IV,vi<sup>7</sup>,I,vi<sup>7</sup>
IV,vi<sup>7</sup>,I,V
IV,vi<sup>7</sup>,I,ii
IV,vi<sup>7</sup>,I,vi<sup>6</sup><sub>5</sub>
IV,vi<sup>7</sup>,I<sup>6</sup>,II<sup>6</sup><sub>5</sub>
IV,vi<sup>7</sup>,I<sup>6</sup>,I<sup>6</sup><sub>4</sub>
IV,vi<sup>7</sup>,I<sup>7</sup>,iii<sup>7</sup>
IV,vi<sup>7</sup>,I<sup>7</sup>,V
IV,vi<sup>7</sup>,ii,I<sup>6</sup><sub>5</sub>
IV,vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,V
IV,vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,V<sup>7</sup>
IV,vi<sup>7</sup>,V/V,I
IV,vi<sup>7</sup>,V/V,V
IV,vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,V<sup>7</sup>
IV,vi<sup>7</sup>,iii<sup>6</sup>,IV
IV,vi<sup>7</sup>,ii<sup>7</sup>,IV
IV,vi<sup>7</sup>,ii<sup>7</sup>,V<sup>7</sup>
IV,vi<sup>7</sup>,iii<sup>4</sup><sub>3</sub>,I<sup>7</sup>
IV,vi<sup>7</sup>,V<sup>7</sup>,V
IV,vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,vi<sup>7</sup>
IV,vi<sup>7</sup>,vi,V
IV,vi<sup>7</sup>,V<sup>6</sup>,I
IV,vi<sup>7</sup>,♭VI,V
IV,I<sup>6</sup><sub>4</sub>,V,I
IV,I<sup>6</sup><sub>4</sub>,V,vi
IV,I<sup>6</sup><sub>4</sub>,V,IV
IV,I<sup>6</sup><sub>4</sub>,V,iii<sup>4</sup><sub>2</sub>
IV,I<sup>6</sup><sub>4</sub>,V,V<sup>6</sup><sub>5</sub>/vi
IV,I<sup>6</sup><sub>4</sub>,V,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup><sub>4</sub>,I,IV
IV,I<sup>6</sup><sub>4</sub>,I,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup><sub>4</sub>,I,ii<sup>7</sup>
IV,I<sup>6</sup><sub>4</sub>,I,vi
IV,I<sup>6</sup><sub>4</sub>,I,iii<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup><sub>4</sub>,I,I<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,I,V
IV,I<sup>6</sup><sub>4</sub>,IV,I
IV,I<sup>6</sup><sub>4</sub>,IV,V/vi
IV,I<sup>6</sup><sub>4</sub>,IV,V
IV,I<sup>6</sup><sub>4</sub>,IV,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup><sub>4</sub>,IV,ii<sup>7</sup>
IV,I<sup>6</sup><sub>4</sub>,vi,iii
IV,I<sup>6</sup><sub>4</sub>,vi,I
IV,I<sup>6</sup><sub>4</sub>,vi,V<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,vi,♭VII
IV,I<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,vi,I<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup><sub>4</sub>,vi,V
IV,I<sup>6</sup><sub>4</sub>,V<sup>7</sup>,I
IV,I<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,vii°
IV,I<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V<sup>6</sup><sub>5</sub>
IV,I<sup>6</sup><sub>4</sub>,I<sup>6</sup>,IV
IV,I<sup>6</sup><sub>4</sub>,I<sup>6</sup>,IV<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,I<sup>6</sup>,ii
IV,I<sup>6</sup><sub>4</sub>,vi<sup>7</sup>,V
IV,I<sup>6</sup><sub>4</sub>,vi<sup>7</sup>,vi
IV,I<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,I
IV,I<sup>6</sup><sub>4</sub>,♭VI,V
IV,I<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>5</sub>/vi,vi
IV,I<sup>6</sup><sub>4</sub>,v<sup>6</sup><sub>5</sub>,ii<sup>7</sup>
IV,I<sup>6</sup><sub>4</sub>,♭VII,IV<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,iii,ii<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,vii°/vi,vi
IV,I<sup>6</sup><sub>4</sub>,ii,ii<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
IV,I<sup>6</sup><sub>4</sub>,V<sup>6</sup>/vi,IV<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,ii<sup>6</sup>,ii
IV,I<sup>6</sup><sub>4</sub>,vii°<sup>6</sup>/V,V<sup>6</sup>
IV,I<sup>6</sup><sub>4</sub>,V<sup>6</sup>,I
IV,♭VII,I,V
IV,♭VII,I,♭VII
IV,♭VII,I,IV
IV,♭VII,I,ii
IV,♭VII,I,v
IV,♭VII,I,V/V
IV,♭VII,I,vi<sup>7</sup>
IV,♭VII,I,iii<sup>6</sup><sub>4</sub>
IV,♭VII,IV,I
IV,♭VII,IV,ii
IV,♭VII,IV,♭VII
IV,♭VII,IV,V
IV,♭VII,IV,i
IV,♭VII,IV,♭VI
IV,♭VII,IV,♭III
IV,♭VII,IV,vi<sup>6</sup><sub>5</sub>
IV,♭VII,IV,I<sup>6</sup><sub>4</sub>
IV,♭VII,♭III,♭VI
IV,♭VII,♭III,I
IV,♭VII,♭III,IV
IV,♭VII,vi,IV
IV,♭VII,vi,♭VII
IV,♭VII,vi,vi<sup>4</sup><sub>2</sub>
IV,♭VII,vi,♭VI
IV,♭VII,vi,iii
IV,♭VII,vi,V
IV,♭VII,vii°,I
IV,♭VII,V,I
IV,♭VII,V,ii
IV,♭VII,ii<sup>6</sup><sub>4</sub>,V
IV,♭VII,IV<sup>6</sup>,iv<sup>6</sup>
IV,♭VII,IV<sup>6</sup>,v
IV,♭VII,Ib7,♭VII
IV,♭VII,V/vi,vi
IV,♭VII,v,♭III
IV,♭VII,v,ii
IV,♭VII,V<sup>6</sup>/vi,ii<sup>6</sup><sub>4</sub>
IV,♭VII,♭VI,♭II
IV,♭VII,♭VI,♭VII
IV,♭VII,V/V,V
IV,♭VII,ii,vii°
IV,♭VII,iii°,V/ii
IV,♭VII,V/vii,♭II
IV,♭VII,i<sup>7</sup>,♭II
IV,♭VII,♭VII<sup>7</sup>,vi
IV,♭VII,vii,V<sup>7</sup>/vi
IV,V<sup>7</sup>,I,IV
IV,V<sup>7</sup>,I,vi
IV,V<sup>7</sup>,I,I<sup>6</sup>
IV,V<sup>7</sup>,I,V
IV,V<sup>7</sup>,I,ii
IV,V<sup>7</sup>,I,V<sup>7</sup>/IV
IV,V<sup>7</sup>,I,V<sup>6</sup>
IV,V<sup>7</sup>,I,I<sup>4</sup><sub>2</sub>
IV,V<sup>7</sup>,I,iii
IV,V<sup>7</sup>,I,iii<sup>6</sup><sub>4</sub>
IV,V<sup>7</sup>,I,V/vi
IV,V<sup>7</sup>,I,V<sup>7</sup>/vi
IV,V<sup>7</sup>,I,iv<sup>6</sup>
IV,V<sup>7</sup>,I,vi<sup>7</sup>
IV,V<sup>7</sup>,I,#iv°
IV,V<sup>7</sup>,I,Ib7
IV,V<sup>7</sup>,I,V<sup>6</sup><sub>4</sub>/vi
IV,V<sup>7</sup>,I,V/ii
IV,V<sup>7</sup>,I,♭VII
IV,V<sup>7</sup>,I,iv<sup>6</sup><sub>4</sub>
IV,V<sup>7</sup>,I,♭VI
